,id,text,user,datetime,retweet_count,favorite_count,	,cluster
3004,871002050821320704,"Hey kids, I'm taking over @Fendi's Snapchat today for the @VeuveClicquot #VCPoloClassic! Follow me there for all th… https://t.co/MFBUrGP3zm",59624844,2017-06-03 13:54:06,16,120,3324093,7
3005,871002416245768192,"RT @thegarance: The problem w ""big get"" journalism is uncritically promoting contested claims just bc made to you personally https://t.co/N…",13524182,2017-06-03 13:55:33,655,0,3341155,43
3007,871002977741320192,"RT @greggutfeld: all of this makes perfect sense, which angers no one - so it will be ignored by the media. https://t.co/5Sp0FDkqLF",640893,2017-06-03 13:57:47,290,0,3325381,43
3009,871003017453109249,RT @GlennThrush: It's very important that everybody you read in a newspaper agree with everything you agree with at all times https://t.co/…,282545479,2017-06-03 13:57:56,82,0,3368772,43
3010,871003164358696960,"They're called ""dudes"" https://t.co/o72AJGDlnl",14348594,2017-06-03 13:58:31,20,157,3322142,7
3011,871003216615550976,"RT @brianstelter: CNN banner: ""PRESIDENT'S SPOKESMAN SAYS HE CAN'T SPEAK FOR THE PRESIDENT"" https://t.co/MyW6owVc9Z",14197312,2017-06-03 13:58:43,13329,0,3325730,43
3012,871003239952642048,"RT @xeni: When it debuted, I said it was outrageously wrong of the @nytimes to give column inches to known falsehoods. And this is why it m…",14348594,2017-06-03 13:58:49,1398,0,3322124,3
3013,871003266494210048,If only Ted Cruz had been around to help Jeff Spicoli with his U.S. history homework. It's so easy! https://t.co/NoeS6PFCPP,38271276,2017-06-03 13:58:55,56,284,3343258,7
3014,871003287419367425,Our almanac of fake news websites to avoid: https://t.co/YqUA3UEdf7 https://t.co/RFSnfg1g2o,8953122,2017-06-03 13:59:00,173,158,3367764,7
3016,871003561173204992,I’m working hard to tackle London’s housing crisis: read more about what I’m doing to help those renting privately → https://t.co/f7Vme8C1BQ,14700117,2017-06-03 14:00:06,48,146,3331545,7
3017,871003637790773248,Hackers 'to leak' emails of UAE ambassador to US https://t.co/8N2craTLdV https://t.co/OeiIApUVWy,4970411,2017-06-03 14:00:24,227,189,3334586,7
3018,871003655050342401,Jennifer Egan writes about putting aside your own identity for a job: https://t.co/T4RpBhrdFT https://t.co/ovJOGWYOBq,14677919,2017-06-03 14:00:28,25,66,3334214,7
3019,871003805399306241,Every insane thing Donald Trump has said about global warming https://t.co/Ok7MhCCzj4 https://t.co/gX9oqeBEPg,18510860,2017-06-03 14:01:04,43,54,3334993,6
3021,871004725210214400,I hope you will join us Sunday night at 7/6c on NBC. https://t.co/qBw2KIVBil,110445334,2017-06-03 14:04:43,498,2721,3367965,7
3024,871004765408419840,Short film made with @guardiannews on why it's more important than ever under 25s get out and vote  https://t.co/qoQi8S07bw…,26727655,2017-06-03 14:04:53,74,87,3331824,7
3026,871004868588253184,RT @BritStyleCol: Competition! @alcatelmobileuk are giving away one of these LED bands to one lucky winner! RT &amp; Follow us both! #BSCxAlcat…,19660870,2017-06-03 14:05:17,42,0,3326749,35
3028,871005068266532866,"If anyone mentions Magic Money Tree one more time, I'm going to pluck enough coins from it to pay for a tank to douse it in weedkiller",26727655,2017-06-03 14:06:05,72,357,3331752,3
3030,871005346705362949,https://t.co/n1LS9kURsD,26727655,2017-06-03 14:07:11,507,404,3331686,7
3031,871005394142990336,Not green enough https://t.co/B1vpTndK6N,742143,2017-06-03 14:07:23,301,462,3333506,7
3032,871005515442249729,"So far this election, the biggest coalition of chaos has been inside Theresa May's head.",26727655,2017-06-03 14:07:52,301,829,3331645,3
3033,871005825141096448,"yeah, I'm actually not sure what is going on here but it seems legit.  go get them.  dirt cheap GREAT stuff. https://t.co/4Af95Pfi40",16395449,2017-06-03 14:09:05,20,32,3322582,7
3035,871006486490734592,RT @NELiveHour: One For The Dance Fans: Vincent Simone &amp; Flavia Cacace's new show Tango Moderno #Sunderland @SundEmpire 20 – 22 Nov https:/…,19660870,2017-06-03 14:11:43,11,0,3326363,43
3037,871006894793555968,"RT @voguemagazine: On the eve of her Founder's award from the @CFDA, @patmcgrathreal discusses the past, present, and future of beauty. htt…",19660870,2017-06-03 14:13:20,21,0,3326266,3
3038,871007075589128192,RT @Aiannucci: https://t.co/n1LS9kURsD,17939037,2017-06-03 14:14:04,507,0,3366013,43
3040,871007284272414721,Here's the link to MY books in the CRAZY marvel kindle sale.  the kindle prices are NUTS!  go get!  have fun!… https://t.co/9aKQkBsDB2,16395449,2017-06-03 14:14:53,20,47,3322233,7
3042,871007401465585666,"""Not only be a disaster but completely unscientific” - the Vatican on pulling out of Paris Accords https://t.co/CzM3J2o3ms",21982720,2017-06-03 14:15:21,197,448,3338671,7
3043,871007548371021824,RT @gucci: A new bag seen on the #GucciCruise18 runway with three-dimensional cat head detail. https://t.co/TuLxyz17OL,19660870,2017-06-03 14:15:56,131,0,3326110,43
3044,871007623059038208,RT @BuzzFeed: Ariana Grande went to Manchester and visited injured fans in the hospital https://t.co/3DwRPlUFZs https://t.co/yPn5IOc7Pb,14940354,2017-06-03 14:16:14,234,0,3342080,8
3046,871008294336385024,Interesting bit of modelling; gives some insight I would guess into the spreads between different polls and methodo… https://t.co/pS6eG25r7J,17939037,2017-06-03 14:18:54,88,139,3365723,7
3048,871008677985214464,The UN Security Council has voted to sanction 14 North Korean officials https://t.co/FUTk1GGanr https://t.co/9vnK5DhVFg,4970411,2017-06-03 14:20:26,41,51,3333384,7
3049,871008728706953216,Does a president who lies this much pose a problem for journalistic outfits uncomfortable with describing him as a… https://t.co/AcB0NCbPvY,15220768,2017-06-03 14:20:38,1382,3214,3341435,7
3050,871008732813066240,He bout to do it https://t.co/y5joAlcAjT,13524182,2017-06-03 14:20:39,46,224,3339649,7
3051,871008843140141056,"RT @TimOBrien: Mueller might want to ask Kushner about this, too: https://t.co/f2yiWnwI6j",15220768,2017-06-03 14:21:05,202,0,3341408,43
3052,871008980470042624,Why should they? https://t.co/EfUkwLMRiI,15220768,2017-06-03 14:21:38,46,148,3341375,7
3053,871009350772445184,"White House orders agencies to ignore Democrats’ oversight requests

https://t.co/cpMSCv7AYZ https://t.co/I4IstPuN3t",14606079,2017-06-03 14:23:06,489,262,3333915,7
3054,871009493966102528,"The joys and sorrows of ""the shouting class"" https://t.co/qJpQ7c1ju7 Interesting from @Noahpinion",32493647,2017-06-03 14:23:40,19,33,3327568,7
3056,871009715731525632,You are wrong to say that Trump has not engaged in any wrongdoing. He aided and abetted Putin's attack on US democr… https://t.co/UqSgNtKT4U,15220768,2017-06-03 14:24:33,1693,4526,3341199,6
3057,871010002454159360,Portland stabbing: Arrest made for theft from victim's body https://t.co/KKIJKc1HQY,742143,2017-06-03 14:25:41,123,295,3332408,7
3058,871010040207073281,RT @thehill: Ariana Grande visits victims of Manchester concert bombing https://t.co/HStnIeTBPW https://t.co/zBWuoORrH6,14197312,2017-06-03 14:25:50,88,0,3324103,43
3059,871010209359171584,"I'm actually kidding here, but sure. https://t.co/1IcwFbLuV8",38271276,2017-06-03 14:26:31,16,186,3341602,7
3061,871010256163352578,"RT @dandrezner: This is an extraordinary paragraph from @KimStrassel, and I don't mean ""extraordinary"" in a good way. https://t.co/HdsTdysy…",14197312,2017-06-03 14:26:42,17,0,3324051,43
3062,871010585886035968,This is all just a distraction.  The REAL injustice is that Bill Maher can't see Wonder Woman.,14348594,2017-06-03 14:28:00,33,349,3320373,3
3063,871010682543587332,"The Trump administration has been ignoring Democrats' oversight letters for months...   

https://t.co/bHNefRwVTg",14606079,2017-06-03 14:28:23,242,177,3333598,6
3065,871011145326395397,"@robdelaney this is good but I wanted ""five years for the Tories would be..."" put on sunglasses... ""a CATASTROPHE"" https://t.co/JQq6eNzfYW",13524182,2017-06-03 14:30:14,16,165,3339074,7
3066,871011203312746496,"Trump can fire people, but he is having trouble hiring new ones https://t.co/Ea5yygcbCU https://t.co/K39TLmuzZm",18510860,2017-06-03 14:30:28,86,136,3333229,6
3071,871011848795172864,"RT @GlennKesslerWP: The final straw for the ""Paris Accord"" apparently was when the French leader boasted he bested Trump at handshakes. htt…",14197312,2017-06-03 14:33:02,929,0,3323671,23
3073,871012284520439808,"RT @BenSasse: Am walking off a redeye from LAX.
3 reflections on @billmaher
1. I’m a 1st Amendment absolutist. Comedians get latitude to cr…",14347972,2017-06-03 14:34:45,836,0,3323820,3
3074,871012318469128192,RT @BenSasse: 2. But free speech comes with a responsibility to speak up when folks use that word. Me just cringing last night wasn’t good…,14347972,2017-06-03 14:34:54,1009,0,3323811,3
3075,871012340027846656,"RT @BenSasse: 3. Here’s what I wish I’d been quick enough to say in the moment: “Hold up, why would you think it’s OK to use that word?...…",14347972,2017-06-03 14:34:59,1081,0,3323806,3
3076,871012358805753860,"RT @BenSasse: (4of4)
""...The history of the n-word is an attack on universal human dignity. It’s therefore an attack on the American Creed.…",14347972,2017-06-03 14:35:03,1699,0,3323802,13
3077,871013627267907584,Meet Indonesia's hijabi metal band. https://t.co/CzoARJqMuZ,4970411,2017-06-03 14:40:06,957,1005,3332204,7
3078,871013854612008964,❤️❤️❤️ https://t.co/WBdwjvs2Sg,21982720,2017-06-03 14:41:00,80,263,3337132,7
3079,871013967241596928,Trump climate deal: Modi vows to go beyond Paris accord https://t.co/pULBHZ25Qs,742143,2017-06-03 14:41:27,274,671,3331462,6
3080,871013978994089984,France and India pledge to combat climate change https://t.co/fwJX6Agp6N https://t.co/QDYz5WDW8U,4970411,2017-06-03 14:41:29,298,706,3332121,7
3081,871014501918887939,Are the Telegraph trying to sabotage May now? I've lost track. https://t.co/AAwA7olVhu,17939037,2017-06-03 14:43:34,77,388,3364243,7
3083,871014754701254656,"At least 7 killed and 119 wounded in explosions at a funeral in Kabul on Saturday, a spokesman for Afghanistan’s Ministry of Health said.",14529929,2017-06-03 14:44:34,244,245,3335570,3
3084,871014813526368257,"If you've seen fake news in your news feed, there's a good chance this guy wrote it https://t.co/p3z0Lh2tO7",8953122,2017-06-03 14:44:48,60,49,3365016,7
3085,871014887501291520,Picking apart Trump's climate lies is unsurprisingly easy. Here are 9 examples. https://t.co/ws0VUjiCaL,18510860,2017-06-03 14:45:06,199,192,3332351,6
3086,871015114140520448,"RT @sky1: @JKCorden @TomCruise @IAMJHUD @latelateshow Other guests include @anthonyfjoshua, Sir Ben Kingsley and @rustyrockets, with music…",19562228,2017-06-03 14:46:00,2766,0,3323981,3
3088,871015216468955136,Pres Trump has arrived at his golf club in Virginia where pool reports it's 73-degrees and partly sunny.,31127446,2017-06-03 14:46:24,41,69,3338215,26
3089,871015236429598720,RT @CAPolitiFact: MOSTLY TRUE: California’s clean energy jobs equal 10 times the nation’s coal mining jobs https://t.co/QWaAL1Gp10 @PolitiF…,8953122,2017-06-03 14:46:29,188,0,3364915,43
3092,871015681772453888,Labour going all in to squeeze LibDem vote with Farron quotes in London... and using the Mayor not their leader: https://t.co/CtJzLsVJR9,22812734,2017-06-03 14:48:15,56,61,3329138,7
3094,871016262842929156,Great atmosphere on the doors after last night's debate https://t.co/6waeEQqfAp,19811190,2017-06-03 14:50:34,78,177,3329566,7
3095,871016287211839488,I posted a GIF of @DaveedDiggs but it was him as Jefferson distributing Reynolds pamphlet not as LaFayette so deleted and I apologize,14529929,2017-06-03 14:50:40,77,1221,3335204,3
3096,871016341498671105,RT @jonathanvswan: That doesn't match with what I was hearing throughout process. There was no final straw. More fanciful suggestion was th…,16244449,2017-06-03 14:50:53,46,0,3322709,3
3098,871017034347401216,It's been 3 weeks since his last golf outing due to his foreign trip in the interim. This is his 25th visit to one of his golf clubs.,31127446,2017-06-03 14:53:38,187,277,3337781,26
3099,871017083609505792,RT @LukePollard: At @FlavourFestSW in #plymouth city centre with @paulmasonnews talking about the #ge2017 on Thursday https://t.co/ONvzTbhY…,19811190,2017-06-03 14:53:50,25,0,3329370,43
3100,871017263599636480,RT @roshbeth: Have a dreadful feeling Charles Moore is actually being serious here &amp; for him the rot set in at #BBC with the arrival of Joh…,17939037,2017-06-03 14:54:33,18,0,3363584,35
3101,871017274987204609,"..LibDem campaigns appear to be deploying targeted letters not from politicians e.g. PM but ""experts"" such as NHS GP chief etc. Interesting",22812734,2017-06-03 14:54:35,21,23,3328758,3
3102,871017320055009280,"RT @YouGov: YouGov 2017 election model estimates (3 June)
CON 42%, 265-340 seats
LAB 38%, 230-301 seats
For full results visit: https://t.c…",19811190,2017-06-03 14:54:46,693,0,3329314,43
3105,871018260862570497,"India's Prime Minister @narendramodi said the Paris climate deal was part of ""our duty to protect Mother Earth"" https://t.co/cSs2HqCmHH",742143,2017-06-03 14:58:30,603,1652,3330439,7
3108,871018637515145220,"""Men are overrepresented in topics most significant to women""  https://t.co/aG3AR6bRzs",57411021,2017-06-03 15:00:00,17,18,3332330,7
3109,871018672642560000,"RT @DavidKaib: Take positions that are right, as opposed to worrying about this nonsense. https://t.co/1AIzM3LjR9",4207961,2017-06-03 15:00:08,440,0,3336323,43
3110,871018680196374531,French President Emmanuel Macron told Putin to his face that Russian media spread fake news: https://t.co/j5nLEkWXoR https://t.co/DKRFjgsEny,23818581,2017-06-03 15:00:10,60,240,3331138,7
3113,871018751659044866,Why does summer make us lazy? #TNYarchive https://t.co/Pbk5libOwo https://t.co/ETaPJuV337,14677919,2017-06-03 15:00:27,46,148,3330615,7
3114,871019014797086721,"Facebook's not designed to create a ""global community"" https://t.co/Jma1Bn1Jpu",18510860,2017-06-03 15:01:30,13,27,3331367,7
3118,871020164103450624,Former spies talk to @DavidGrann about espionage in the real world: https://t.co/Mw7s8aRfRN https://t.co/oSAjiAjql2,14677919,2017-06-03 15:06:04,29,76,3330278,7
3120,871022230528024587,"'Five Terrible Arguments Being Made About Pulling Out of the Paris Climate Agreement' https://t.co/AIgzIDpC3G

This… https://t.co/hs7NyZv3N5",14347972,2017-06-03 15:14:17,11,13,3321447,7
3121,871022379601981443,?????? !!!!!!!! https://t.co/ZyG81no2RT,16031927,2017-06-03 15:14:52,16,68,3337726,7
3122,871022471524229120,RT @axios: The White House is consumed by James Comey and he's testifying next week. https://t.co/wqMFTWjRzJ,14246001,2017-06-03 15:15:14,17,0,3363655,43
3123,871022488133795840,fucking figure it OUT already https://t.co/CjfdoXMFPP,643653,2017-06-03 15:15:18,12,91,3319019,7
3124,871022650784702464,"NEWS United Airlines faces $435,000 fine for flying plane that FAA says wasn’t ‘airworthy’ https://t.co/1D54LZYgY5 via @airlivenet",16031927,2017-06-03 15:15:57,30,86,3337661,7
3126,871023353406115840,"Some #ReBirth shows in June &amp; July
https://t.co/X0N5Rzyc4B https://t.co/42ZylrOWRQ",19562228,2017-06-03 15:18:44,30,119,3322017,7
3129,871023695472537603,"US-backed Kurdish troops to capture Raqqa from ISIL in next ""few days"" https://t.co/qmTloN4JBm https://t.co/7fWIl1iKkg",4970411,2017-06-03 15:20:06,57,83,3329804,7
3130,871023867057262592,@Cameron_Gray I went on tv and called it disgusting and inappropriate within an hour of learning about it. This is nonsense.,14529929,2017-06-03 15:20:47,18,368,3333397,3
